stream,hyperparameters,date,type,probability,classifier,threshold,B,frequency,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,B_26,B_27,B_28,B_29,B_30,B_31,B_32,B_33,B_34,B_35,B_36,B_37,B_38,B_39,B_40,B_41,B_42,B_43,B_44,B_45,B_46,B_47,B_48,B_49,B_50,B_51,B_52,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,m_19,m_20,m_21,m_22,m_23,m_24,m_25,m_26,m_27,m_28,m_29,m_30,m_31,m_32,m_33,m_34,m_35,m_36,m_37,m_38,m_39,m_40,m_41,m_42,m_43,m_44,m_45,m_46,m_47,m_48,m_49,m_50,m_51,m_52,m_53,m_54,m_55,m_56,m_57,m_58,m_59,m_60,m_61,m_62,m_63,m_64,m_65,m_66,m_67,m_68,m_69,m_70,m_71,m_72,m_73,m_74,m_75,m_76,m_77,m_78,m_79,m_80,m_81,m_82,m_83,m_84,m_85,m_86,m_87,m_88,m_89,m_90,m_91,m_92,m_93,m_94,m_95,m_96,m_97,m_98,m_99
HyperPlane_0_10000_constant_delay,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.dummy.NoChangeClassifier'>""}",18-Jul-23 00:39:06,delay,,<class 'river.dummy.NoChangeClassifier'>,0.7,50,100,0.5086595254780258,0.5403899721448467,0.4954282515394663,0.4917619693739096,0.4950550475835044,0.5045871559633027,0.4847751562815083,0.4886605931382051,0.4903899981339802,0.4975770498158557,0.4984575418087352,0.4877265427850424,0.5043851464825527,0.4966078697421981,0.4997200970330285,0.4984709480122324,0.4924379915305505,0.5094010467144795,0.5066243702183243,0.5053304904051172,0.5081993830167235,0.5030970406056435,0.5049449524164956,0.508819538670285,0.4930024258257137,0.4958327821140362,0.4940858398107469,0.5157976352006203,0.5140884493375629,0.4890482651676681,0.4974833576879363,0.5012617572837806,0.4965478634073521,0.5111455708470634,0.4978540772532189,0.4927145169994603,0.5031256301673724,0.4935064935064935,0.5099832058219818,0.4983523938747819,0.4841695080370189,0.5051617343427391,0.4959880574734092,0.5031982942430704,0.5060645642843814,0.5069257060622414,0.5027223230490018,0.5047489823609227,0.5049449524164956,0.506687342508238,0.5838509316770186,0.4997497246971669,0.5168539325842697,0.41,0.46,0.48,0.48,0.47,0.51,0.49,0.49,0.59, 0.54, 0.43, 0.61, 0.42, 0.57, 0.51, 0.58, 0.47, 0.53, 0.59, 0.53, 0.55, 0.54, 0.49, 0.52, 0.47, 0.56, 0.4, 0.4, 0.47, 0.5, 0.51, 0.47, 0.56, 0.46, 0.46, 0.49, 0.48, 0.52, 0.53, 0.51, 0.44, 0.53, 0.45, 0.45, 0.4, 0.46, 0.53, 0.46, 0.5, 0.41, 0.53, 0.57, 0.45, 0.52, 0.54, 0.5, 0.56, 0.6, 0.48, 0.55, 0.58, 0.51, 0.4, 0.51, 0.5, 0.37, 0.51, 0.5, 0.54, 0.51, 0.41, 0.55, 0.49, 0.51, 0.46, 0.46, 0.54, 0.48, 0.56, 0.47, 0.52, 0.5, 0.5, 0.56, 0.48, 0.57, 0.43, 0.49, 0.51, 0.47, 0.52, 0.56, 0.53, 0.46, 0.55, 0.54, 0.52, 0.41, 0.5
HyperPlane_0_10000_constant_delay_ssl_0.1_0_10000,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.dummy.NoChangeClassifier'>""}",18-Jul-23 00:54:34,ssl,0.1,<class 'river.dummy.NoChangeClassifier'>,0.7,50,100,0.5044434570095534,0.0,0.4959140789166472,0.5001223990208078,0.5017445917655269,0.5078757875787578,0.4975845410628019,0.5122737416315398,0.4932147870846982,0.4998772403633685,0.5015816528272045,0.5044776119402985,0.5011574074074074,0.4797313504437515,0.4969540768509841,0.4986565158978952,0.5064135454079015,0.5005892057506481,0.4944055944055944,0.4941932295527551,0.4861219702892885,0.516756433273489,0.5099478919943154,0.508763388510224,0.4972909305064782,0.5018427518427518,0.4984198645598194,0.4919931017491993,0.4997671169073125,0.4982656095143706,0.5036210608729693,0.5019408778739922,0.4982282069454288,0.482943469785575,0.5084669225558817,0.5004430660168365,0.4893506493506493,0.5056344928956394,0.5003444316877153,0.5065312046444121,0.4995114324799687,0.493467031297478,0.5057525240666824,0.4960861056751467,0.5152879829343446,0.4976918003956914,0.4989550679205851,0.5091174325309993,0.5069070475298525,0.5067122284598486,0.0,0.4973339257942679,0.4545454545454545,0.54,0.43,0.47,0.48,0.46,0.49,0.46,0.49,0.64, 0.51, 0.51, 0.54, 0.49, 0.58, 0.54, 0.53, 0.53, 0.57, 0.54, 0.49, 0.48, 0.5, 0.54, 0.55, 0.43, 0.37, 0.48, 0.54, 0.43, 0.52, 0.46, 0.51, 0.45, 0.47, 0.53, 0.47, 0.48, 0.52, 0.46, 0.47, 0.45, 0.49, 0.52, 0.48, 0.4, 0.52, 0.49, 0.55, 0.49, 0.52, 0.49, 0.57, 0.55, 0.49, 0.56, 0.57, 0.49, 0.43, 0.44, 0.47, 0.47, 0.49, 0.55, 0.43, 0.48, 0.52, 0.53, 0.44, 0.46, 0.56, 0.48, 0.54, 0.47, 0.51, 0.49, 0.46, 0.54, 0.54, 0.45, 0.44, 0.44, 0.49, 0.55, 0.53, 0.55, 0.39, 0.51, 0.54, 0.47, , , , , , , , , , 
HyperPlane_0_10000_constant_delay_ssl_0.9_0_10000,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.dummy.NoChangeClassifier'>""}",18-Jul-23 00:55:34,ssl,0.9,<class 'river.dummy.NoChangeClassifier'>,0.7,50,100,0.4578790882061447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.5,0.4571428571428571,0.0,0.0,0.4676616915422885,0.0,0.3846153846153846,0.0,0.5016949152542373,0.0,0.0,0.4685714285714286,0.0,0.5384615384615384,0.0,0.0,0.4767676767676768,0.0,0.0,0.0,0.4615384615384615,0.5028571428571429,0.0,0.0,0.0,0.4610169491525424,0.0,0.5384615384615384,0.0,0.5671641791044776,0.0,0.4857142857142857,0.0,0.5113636363636364,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925668979187314,0.5072463768115942,0.52,0.52,0.49,0.4,0.52,0.5,0.53,0.45,0.49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
HyperPlane_0_10000_constant_delay_ssl_0.2_0_10000,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.dummy.NoChangeClassifier'>""}",18-Jul-23 01:10:29,ssl,0.2,<class 'river.dummy.NoChangeClassifier'>,0.7,50,100,0.5038340666247643,0.0,0.4989154013015184,0.4946843853820598,0.4973789700894234,0.4914318907929131,0.4820047090480995,0.4881889763779528,0.4928994082840237,0.5040073982737361,0.4956693887651571,0.4927649589362534,0.4993730407523511,0.4867617107942973,0.4981044036162146,0.5083189902467011,0.4970699758703895,0.5054545454545455,0.4967094954559699,0.5197622585438336,0.4894206549118388,0.4853123707074886,0.4929006085192697,0.5107376283846872,0.5003105590062111,0.5018580453363062,0.5143027413587604,0.4877645502645503,0.5013200352009387,0.4915514592933948,0.4970760233918128,0.511002444987775,0.500702049985959,0.510517529215359,0.4836913285600636,0.4981021897810219,0.4983119513841998,0.5069594803587999,0.4844481145059179,0.5016700066800267,0.4937392585317947,0.4934653465346534,0.4982558139534884,0.5015703517587939,0.494568324757004,0.5038604518158422,0.4967454607742377,0.5054151624548736,0.5031191515907674,0.4803695150115473,0.0,0.5000628535512256,0.0,0.4838709677419355,0.44,0.5,0.51,0.45,0.51,0.48,0.5,0.51, 0.47, 0.48, 0.53, 0.6, 0.5, 0.52, 0.59, 0.5, 0.52, 0.51, 0.51, 0.49, 0.49, 0.39, 0.47, 0.53, 0.51, 0.57, 0.56, 0.47, 0.49, 0.47, 0.49, 0.47, 0.46, 0.46, 0.49, 0.46, 0.51, 0.55, 0.45, 0.5, 0.55, 0.43, 0.5, 0.51, 0.51, 0.53, 0.53, 0.5, 0.49, 0.55, 0.44, 0.49, 0.48, 0.51, 0.54, 0.52, 0.52, 0.49, 0.51, 0.52, 0.52, 0.52, 0.56, 0.55, 0.4, 0.51, 0.56, 0.49, 0.51, 0.43, 0.49, 0.45, 0.48, 0.58, 0.48, 0.48, 0.52, 0.47, , , , , , , , , , , , , , , , , , , , 
HyperPlane_0_10000_constant_delay_ssl_0.4_0_10000,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.dummy.NoChangeClassifier'>""}",18-Jul-23 01:20:12,ssl,0.4,<class 'river.dummy.NoChangeClassifier'>,0.7,50,100,0.4995008319467554,0.0,0.5088393543428132,0.4914826498422713,0.5083214455539705,0.4873451803984922,0.5035616438356164,0.4946236559139785,0.5081401085347804,0.4956989247311828,0.4959839357429719,0.5046728971962616,0.5219650448748229,0.506652474720596,0.4895729890764647,0.4945759368836291,0.4592637296318648,0.5080572963294538,0.4818234275822273,0.5144175317185697,0.4954706577392674,0.4922480620155038,0.4987418218419728,0.5032718619869125,0.5155555555555555,0.5123367198838897,0.5021337126600285,0.4953012714206744,0.4733790195044807,0.4872953133822699,0.4804469273743016,0.5102040816326531,0.4866666666666667,0.5095583388266315,0.4963265306122449,0.4947994056463596,0.4891956782713085,0.5105672969966629,0.5007159904534606,0.4997369805365597,0.5068951107396573,0.4913657770800628,0.4845857418111753,0.4831584759801214,0.5126984126984127,0.5075445816186557,0.5157190635451505,0.4780074191838898,0.4925041643531371,0.5032258064516129,0.0,0.4980033277870216,0.5714285714285714,0.48,0.48,0.5,0.46,0.46,0.51,0.49,0.47,0.48, 0.53, 0.5, 0.58, 0.56, 0.47, 0.5, 0.47, 0.45, 0.4, 0.55, 0.5, 0.49, 0.48, 0.6, 0.47, 0.52, 0.42, 0.44, 0.52, 0.51, 0.47, 0.49, 0.44, 0.52, 0.47, 0.61, 0.52, 0.53, 0.45, 0.56, 0.48, 0.43, 0.43, 0.52, 0.5, 0.51, 0.48, 0.5, 0.48, 0.53, 0.56, 0.51, 0.45, 0.54, 0.53, 0.53, 0.56, 0.51, 0.42, 0.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
