stream,hyperparameters,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,date,threshold
initail_HP10,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8425267794574032,02-Apr-23 21:24:14,0.7
HP10_constant_delay_lfs_0.1_0_10000,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842023346303502,02-Apr-23 21:24:14,0.7
HP10_delay_0_10000,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.6658311345646438,0.6641460234680574,0.6631439894319683,0.6632333767926988,0.6629343629343629,0.6646586345381527,0.6668428005284016,0.6632333767926988,0.6638044914134742,0.6654275092936803,0.6640167364016737,0.6671447196870925,0.6675033025099075,0.666883963494133,0.6653796653796654,0.6678714859437751,0.6675033025099075,0.665580182529335,0.6705416116248348,0.6674101610904585,0.6693165969316597,0.6666232073011734,0.6693527080581242,0.6709256844850066,0.6683010262257697,0.6695517774343122,0.6723910171730515,0.6715775749674054,0.6698811096433289,0.6729863692688971,0.6721059972105997,0.6766623207301173,0.6712021136063409,0.6736636245110822,0.675032175032175,0.6737617135207496,0.6758256274768825,0.6771838331160365,0.6771466314398943,0.6752168525402726,0.6793584379358438,0.6779661016949152,0.6776750330250991,0.6830508474576271,0.6800514800514801,0.6799196787148595,0.6799207397622193,0.6809647979139505,0.6830911492734478,0.6789686552072801,0.6666666666666666,0.6795795795795796,02-Apr-23 21:28:02,0.7
HP10_constant_delay_ssl_0.1_0_10000,"{'threshold': '0.7', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.6287584684478953,0.626258074207601,0.6245964642582629,0.625093801590875,0.627520759193357,0.6254081791323278,0.6278750952018278,0.6293401473019691,0.6263685427910562,0.6300635144671842,0.6302397651280378,0.6269062358447833,0.628732480195003,0.6280680620388496,0.6309913664781185,0.6308072233369347,0.6312394409460912,0.6284811079331627,0.6318924698335115,0.6295244854506742,0.6330888345558272,0.6338281601439496,0.6304814474087703,0.6308108921317888,0.6325207468879668,0.6340971585701192,0.6304881793061099,0.6320060105184072,0.6354039167686658,0.6340118744698897,0.6326564035375041,0.6359281437125749,0.6327188940092165,0.6366646598434678,0.6342187268140673,0.6392071848869619,0.6353718500307314,0.6373002837091235,0.6352850539291217,0.6376237623762376,0.6407419459811259,0.6364460562103355,0.6391104294478528,0.6392953120334428,0.6348826782244806,0.641425046267736,0.6382848392036753,0.6396504971376921,0.641017780502759,0.6387017070979335,0.6282894736842105,0.6385060026678524,02-Apr-23 21:36:12,0.7
HP10_constant_delay_lfs_0.1_0_10000,"{'threshold': '0.8', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8442980006701665,02-Apr-23 21:39:56,0.8
initail_HP10,"{'threshold': '0.8', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8425267794574032,02-Apr-23 21:39:57,0.8
HP10_delay_0_10000,"{'threshold': '0.8', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.7049472295514512,0.7057366362451108,0.7039630118890357,0.7048239895697522,0.703989703989704,0.706425702811245,0.7087186261558784,0.705606258148631,0.7047556142668429,0.7071871127633209,0.707391910739191,0.7067796610169491,0.7085865257595773,0.7092568448500652,0.7065637065637066,0.7105756358768407,0.7088507265521796,0.7084745762711865,0.7137384412153236,0.7095415117719951,0.7126917712691772,0.7114732724902216,0.7117569352708059,0.7139504563233376,0.7103762827822121,0.7151468315301391,0.7147952443857332,0.7152542372881356,0.7140026420079261,0.7158612143742256,0.7158995815899581,0.7207301173402868,0.7150594451783355,0.7177314211212517,0.7185328185328186,0.7186077643908969,0.7190224570673712,0.721251629726206,0.71889035667107,0.7189591078066915,0.7230125523012553,0.7208604954367667,0.7208718626155879,0.7265971316818775,0.7226512226512226,0.7238286479250334,0.7233817701453105,0.7226857887874837,0.7250990752972258,0.7189079878665319,0.7233333333333334,0.7192192192192193,02-Apr-23 21:45:27,0.8
HP10_constant_delay_ssl_0.1_0_10000,"{'threshold': '0.8', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.6796473744729782,0.6807028173280824,0.677900892582333,0.6809285389167046,0.6758249962669852,0.683476898981989,0.6785330673622832,0.6851147939790178,0.6764705882352942,0.681329703395902,0.6829990134824071,0.6841865410906881,0.6807238153657414,0.6798969853052568,0.6823617339312407,0.6875098440699323,0.6793519792144276,0.6853030303030303,0.6828892653626983,0.684307867406459,0.6850965505859052,0.6864971238268242,0.6856171790514445,0.6866978710554129,0.6838072977535385,0.6905688345377061,0.6872314303253529,0.6895136778115502,0.6882597322665025,0.6871780194619348,0.6921311475409836,0.6907575757575758,0.6905898660095487,0.6879699248120301,0.6912117576484703,0.6942395228378591,0.6878657222051124,0.6917622208811104,0.692402717726992,0.692197974611325,0.6970247933884297,0.6918578497525866,0.6973724884080371,0.6959541062801933,0.6954057279236276,0.6970837253057385,0.6977174583590376,0.698107494322483,0.6996150885296382,0.6937507062944965,0.6797385620915033,0.6942148760330579,02-Apr-23 21:52:24,0.8
HP10_constant_delay_lfs_0.1_0_10000,"{'threshold': '0.9', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8437115707098938,02-Apr-23 21:54:30,0.9
initail_HP10,"{'threshold': '0.9', 'train_period': '0', 'classifier': ""<class 'river.naive_bayes.gaussian.GaussianNB'>""}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8425267794574032,02-Apr-23 21:54:30,0.9
